ordering,tick,event_index,agent_id,rule_hypothesis,predicted_action,actual_action,accuracy,coherence,prediction_entropy
reversed,83,86,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.7000,0.8896
reversed,83,87,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.8000,0.8896
reversed,83,88,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.9000,0.8896
reversed,83,89,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,1.0000,0.7569
reversed,82,90,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,1.0000,0.7569
reversed,82,91,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,1.0000,0.8896
reversed,82,92,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,82,93,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,82,94,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.7000,0.8896
reversed,81,95,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.8000,0.8896
reversed,81,96,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,81,97,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,81,98,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.8000,0.8896
reversed,81,99,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,80,100,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.7000,0.8896
reversed,80,101,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.8000,0.8896
reversed,80,102,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.9000,0.8896
reversed,80,103,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,1.0000,0.8896
reversed,80,104,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,1.0000,0.7569
reversed,79,105,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,move,rest,0,0.2500,0.8896
reversed,79,106,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,79,107,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,79,108,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,79,109,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,78,110,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,78,111,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,78,112,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.7000,0.8896
reversed,78,113,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,78,114,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,77,115,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,eat,0,0.7000,0.8896
reversed,77,116,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,eat,0,0.8000,0.7569
reversed,77,117,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,eat,0,0.2500,0.7569
reversed,77,118,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,eat,0,0.2500,0.8896
reversed,77,119,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,eat,0,0.2500,0.8896
reversed,76,120,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.7569
reversed,76,121,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.8896
reversed,76,122,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.2500,0.8896
reversed,76,123,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.7569
reversed,76,124,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.7000,0.8896
reversed,75,125,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.7569
reversed,75,126,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.7000,0.8896
reversed,75,127,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.2500,0.8896
reversed,75,128,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.7569
reversed,75,129,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.7000,0.8896
reversed,74,130,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.8000,0.8896
reversed,74,131,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.2500,0.8896
reversed,74,132,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.7000,0.8896
reversed,74,133,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,74,134,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,73,135,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.7000,0.7569
reversed,73,136,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.8000,0.8896
reversed,73,137,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.2500,0.8896
reversed,73,138,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.7000,0.8896
reversed,73,139,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,72,140,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,72,141,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,72,142,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",move,rest,0,0.2500,0.8896
reversed,72,143,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.7000,0.8896
reversed,72,144,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,71,145,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.2500,0.8896
reversed,71,146,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.2500,0.8896
reversed,71,147,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,71,148,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.7000,0.8896
reversed,71,149,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.8000,0.8896
reversed,70,150,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.9000,0.7569
reversed,70,151,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,1.0000,0.7569
reversed,70,152,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,1.0000,0.7569
reversed,70,153,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,70,154,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.2500,0.8896
reversed,69,155,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,rest,0,0.2500,0.8896
reversed,69,156,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,69,157,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.7000,0.8896
reversed,69,158,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.8000,0.7569
reversed,69,159,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,68,160,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,68,161,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,68,162,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,68,163,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.7000,0.8896
reversed,68,164,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,67,165,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,67,166,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.8000,0.7569
reversed,67,167,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,67,168,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,67,169,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.2500,0.8896
reversed,66,170,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.7000,0.8896
